"Recency","frequency","monetary","recency_score","frequency_score","monetary_score","rfm_segment"
311,1,1063.0,1,1,5,"115"
43,2,770.03,3,1,4,"314"
363,1,122.7,1,1,2,"112"
92,7,1496.98,1,2,5,"125"
2,13,5900.28,5,3,5,"535"
23,2,490.22,4,1,3,"413"
4,3,1937.25,5,1,5,"515"
11,6,1058.06,5,2,5,"525"
100,1,387.52,1,1,3,"113"
58,2,813.11,3,1,4,"314"
1,6,4263.64,5,2,5,"525"
219,1,265.2,1,1,3,"113"
18,1,322.08,5,1,3,"513"
24,10,4481.67,4,3,5,"435"
51,2,363.34,3,1,3,"313"
8,5,1244.83,5,2,5,"525"
303,1,470.36,1,1,3,"113"
10,6,2255.51,5,2,5,"525"
22,6,1372.8,4,2,5,"425"
99,1,89.06,1,1,1,"111"
366,1,63.0,1,1,1,"111"
307,1,131.9,1,1,2,"112"
320,1,2661.24,1,1,5,"115"
9,5,2357.68,5,2,5,"525"
1,4,1712.89,5,1,5,"515"
205,2,1589.82,1,1,5,"115"
54,4,1420.2,3,1,5,"315"
1,4,1039.58,5,1,5,"515"
19,5,1163.23,5,2,5,"525"
10,2,375.35,5,1,3,"513"
19,4,907.1,5,1,4,"514"
181,3,483.25,1,1,3,"113"
61,2,662.59,2,1,4,"214"
11,2,264.44,5,1,3,"513"
191,1,119.93,1,1,2,"112"
6,9,3062.4,5,2,5,"525"
311,1,113.64,1,1,2,"112"
156,1,1837.92,1,1,5,"115"
111,3,434.34,1,1,3,"113"
149,3,2103.06,1,1,5,"115"
67,11,2004.02,2,3,5,"235"
99,3,529.62,1,1,4,"114"
247,3,1058.62,1,1,5,"115"
30,7,2272.4,4,2,5,"425"
18,4,598.76,5,1,4,"514"
12,2,461.19,5,1,3,"513"
104,8,1936.84,1,2,5,"125"
75,2,234.34,2,1,2,"212"
47,1,547.66,3,1,4,"314"
72,3,925.85,2,1,4,"214"
258,1,215.7,1,1,2,"112"
20,4,1309.6,5,1,5,"515"
254,2,316.25,1,1,3,"113"
12,1,279.05,5,1,3,"513"
165,2,636.51,1,1,4,"114"
19,6,2068.15,5,2,5,"525"
282,1,137.1,1,1,2,"112"
51,1,321.92,3,1,3,"313"
39,1,165.75,4,1,2,"412"
27,6,1196.33,4,2,5,"425"
68,1,1064.28,2,1,5,"215"
208,1,463.38,1,1,3,"113"
176,2,340.93,1,1,3,"113"
8,5,2383.24,5,2,5,"525"
26,1,139.56,4,1,2,"412"
51,2,123.8,3,1,2,"312"
312,2,538.81,1,1,4,"114"
310,1,475.37,1,1,3,"113"
43,5,1957.32,3,2,5,"325"
27,3,815.32,4,1,4,"414"
89,3,356.85,1,1,3,"113"
184,2,251.21,1,1,3,"113"
20,11,2470.67,5,3,5,"535"
4,6,3543.26,5,2,5,"525"
48,4,673.26,3,1,4,"314"
18,8,5905.64,5,2,5,"525"
18,5,2012.17,5,2,5,"525"
24,6,1383.18,4,2,5,"425"
23,2,276.42,4,1,3,"413"
12,5,1314.81,5,2,5,"525"
188,2,275.28,1,1,3,"113"
101,3,455.59,1,1,3,"113"
62,3,1055.35,2,1,5,"215"
18,6,2102.09,5,2,5,"525"
34,2,330.45,4,1,3,"413"
65,1,174.37,2,1,2,"212"
2,2,270.6,5,1,3,"513"
25,4,974.54,4,1,4,"414"
109,1,241.09,1,1,2,"112"
32,9,1867.68,4,2,5,"425"
20,9,4332.2,5,2,5,"525"
3,55,8508.82,5,5,5,"555"
38,1,364.22,4,1,3,"413"
61,3,620.04,2,1,4,"214"
26,6,2925.91,4,2,5,"425"
237,4,932.85,1,1,4,"114"
25,7,1949.72,4,2,5,"425"
3,18,4447.05,5,4,5,"545"
61,3,2864.19,2,1,5,"215"
260,1,171.8,1,1,2,"112"
58,1,355.56,3,1,3,"313"
65,2,388.25,2,1,3,"213"
16,2,537.48,5,1,4,"514"
10,3,996.26,5,1,4,"514"
59,8,1461.65,3,2,5,"325"
186,1,103.25,1,1,2,"112"
29,16,3630.33,4,4,5,"445"
25,2,2024.45,4,1,5,"415"
6,5,2578.09,5,2,5,"525"
4,8,4007.54,5,2,5,"525"
151,2,652.8,1,1,4,"114"
312,1,289.24,1,1,3,"113"
11,2,765.62,5,1,4,"514"
19,2,186.23,5,1,2,"512"
152,1,165.07,1,1,2,"112"
20,5,859.27,5,2,4,"524"
11,4,2381.04,5,1,5,"515"
58,2,324.14,3,1,3,"313"
86,1,788.38,1,1,4,"114"
8,22,2237.77,5,5,5,"555"
76,3,1080.76,2,1,5,"215"
4,18,5074.77,5,4,5,"545"
96,4,3099.12,1,1,5,"115"
111,1,1432.0,1,1,5,"115"
57,2,1530.36,3,1,5,"315"
2,1,227.39,5,1,2,"512"
281,2,218.06,1,1,2,"112"
4,7,2832.84,5,2,5,"525"
180,9,1653.42,1,2,5,"125"
373,1,35.4,1,1,1,"111"
13,4,859.71,5,1,4,"514"
4,1,168.63,5,1,2,"512"
17,1,138.6,5,1,2,"512"
41,1,114.11,3,1,2,"312"
6,5,1052.55,5,2,5,"525"
170,4,1042.26,1,1,5,"115"
51,1,157.05,3,1,2,"312"
277,1,237.36,1,1,2,"112"
19,9,1601.14,5,2,5,"525"
372,1,39.75,1,1,1,"111"
16,4,1447.14,5,1,5,"515"
36,3,570.46,4,1,4,"414"
22,3,617.99,4,1,4,"414"
8,2,379.83,5,1,3,"513"
20,6,1740.6,5,2,5,"525"
12,2,883.15,5,1,4,"514"
45,1,221.97,3,1,2,"312"
306,1,393.33,1,1,3,"113"
11,1,213.96,5,1,2,"512"
275,1,660.0,1,1,4,"114"
2,93,12156.65,5,5,5,"555"
16,14,16569.5,5,3,5,"535"
5,4,1785.15,5,1,5,"515"
73,4,601.56,2,1,4,"214"
243,3,406.08,1,1,3,"113"
10,3,553.44,5,1,4,"514"
246,1,394.44,1,1,3,"113"
206,2,412.78,1,1,3,"113"
2,5,1788.36,5,2,5,"525"
185,1,320.58,1,1,3,"113"
33,5,889.25,4,2,4,"424"
58,2,225.85,3,1,2,"312"
197,2,899.63,1,1,4,"114"
24,4,2791.27,4,1,5,"415"
92,2,671.96,1,1,4,"114"
5,2,959.01,5,1,4,"514"
51,3,1006.98,3,1,5,"315"
263,1,114.56,1,1,2,"112"
267,1,344.9,1,1,3,"113"
37,2,609.85,4,1,4,"414"
51,1,443.6,3,1,3,"313"
53,6,2984.49,3,2,5,"325"
25,6,2125.08,4,2,5,"425"
22,1,110.46,4,1,2,"412"
59,1,96.12,3,1,1,"311"
171,2,693.81,1,1,4,"114"
68,2,830.76,2,1,4,"214"
157,2,597.09,1,1,4,"114"
2,74,280206.02,5,5,5,"555"
202,1,243.22,1,1,2,"112"
5,4,1417.29,5,1,5,"515"
68,2,654.6,2,1,4,"214"
78,1,114.18,2,1,2,"212"
2,7,1947.55,5,2,5,"525"
9,4,1932.23,5,1,5,"515"
170,2,291.05,1,1,3,"113"
18,4,848.22,5,1,4,"514"
6,2,247.15,5,1,2,"512"
9,9,2529.93,5,2,5,"525"
87,2,285.74,1,1,3,"113"
27,1,107.95,4,1,2,"412"
29,4,771.17,4,1,4,"414"
20,2,637.89,5,1,4,"514"
61,5,1835.7,2,2,5,"225"
25,1,195.25,4,1,2,"412"
11,25,9241.2,5,5,5,"555"
242,3,1269.99,1,1,5,"115"
281,2,411.53,1,1,3,"113"
235,2,765.55,1,1,4,"114"
4,5,1736.4,5,2,5,"525"
17,1,604.75,5,1,4,"514"
32,6,2548.24,4,2,5,"425"
26,16,28754.11,4,4,5,"445"
72,3,498.95,2,1,3,"213"
188,2,52.0,1,1,1,"111"
26,5,1236.28,4,2,5,"425"
107,1,628.38,1,1,4,"114"
8,21,5630.87,5,5,5,"555"
209,1,112.8,1,1,2,"112"
45,2,371.7,3,1,3,"313"
31,5,2114.33,4,2,5,"425"
138,4,591.55,1,1,4,"114"
265,1,172.9,1,1,2,"112"
5,7,2078.95,5,2,5,"525"
219,2,188.61,1,1,2,"112"
2,5,1250.76,5,2,5,"525"
215,1,109.13,1,1,2,"112"
33,3,2235.3,4,1,5,"415"
11,9,2549.37,5,2,5,"525"
2,17,3292.14,5,4,5,"545"
15,1,318.17,5,1,3,"513"
12,9,1546.91,5,2,5,"525"
199,1,179.0,1,1,2,"112"
3,3,1126.37,5,1,5,"515"
16,13,4921.04,5,3,5,"535"
15,4,606.13,5,1,4,"514"
11,11,2868.8,5,3,5,"535"
30,3,917.07,4,1,4,"414"
10,11,2666.36,5,3,5,"535"
25,1,160.19,4,1,2,"412"
25,4,867.38,4,1,4,"414"
44,2,329.68,3,1,3,"313"
2,5,1602.13,5,2,5,"525"
6,3,663.81,5,1,4,"514"
148,1,187.92,1,1,2,"112"
11,6,1158.3,5,2,5,"525"
25,1,718.08,4,1,4,"414"
275,1,268.58,1,1,3,"113"
374,1,313.49,1,1,3,"113"
2,8,2005.06,5,2,5,"525"
48,3,380.02,3,1,3,"313"
9,8,2702.49,5,2,5,"525"
17,12,9585.91,5,3,5,"535"
4,32,6065.69,5,5,5,"555"
4,3,1164.55,5,1,5,"515"
43,7,1314.45,3,2,5,"325"
5,7,3902.28,5,2,5,"525"
198,3,1448.21,1,1,5,"115"
12,6,1400.34,5,2,5,"525"
17,7,1099.98,5,2,5,"525"
113,5,1220.26,1,2,5,"125"
250,1,328.2,1,1,3,"113"
30,5,1415.75,4,2,5,"425"
44,1,389.64,3,1,3,"313"
88,1,563.15,1,1,4,"114"
45,2,638.05,3,1,4,"314"
10,11,5010.28,5,3,5,"535"
16,1,738.96,5,1,4,"514"
76,1,420.5,2,1,3,"213"
145,4,1484.06,1,1,5,"115"
5,3,1625.97,5,1,5,"515"
298,1,89.2,1,1,1,"111"
59,2,255.9,3,1,3,"313"
264,1,300.52,1,1,3,"113"
47,1,278.3,3,1,3,"313"
30,3,254.11,4,1,3,"413"
9,6,2473.37,5,2,5,"525"
18,2,192.6,5,1,2,"512"
3,8,10674.75,5,2,5,"525"
233,2,876.42,1,1,4,"114"
113,1,139.26,1,1,2,"112"
59,3,1011.9,3,1,5,"315"
52,11,2538.3,3,3,5,"335"
128,2,730.86,1,1,4,"114"
281,3,386.15,1,1,3,"113"
55,2,447.68,3,1,3,"313"
320,1,200.1,1,1,2,"112"
27,2,289.99,4,1,3,"413"
11,2,77.4,5,1,1,"511"
8,2,679.44,5,1,4,"514"
29,1,197.64,4,1,2,"412"
17,4,745.06,5,1,4,"514"
64,1,6.2,2,1,1,"211"
22,1,228.99,4,1,2,"412"
3,7,1319.91,5,2,5,"525"
167,1,131.45,1,1,2,"112"
2,17,8022.49,5,4,5,"545"
53,3,173.74,3,1,2,"312"
52,1,157.7,3,1,2,"312"
48,12,4339.74,3,3,5,"335"
62,1,193.14,2,1,2,"212"
163,3,845.55,1,1,4,"114"
9,1,353.27,5,1,3,"513"
16,4,554.65,5,1,4,"514"
76,1,193.39,2,1,2,"212"
40,8,2741.17,4,2,5,"425"
41,11,2087.88,3,3,5,"335"
370,2,155.43,1,1,2,"112"
37,2,778.5,4,1,4,"414"
198,1,271.85,1,1,3,"113"
201,2,1110.34,1,1,5,"115"
74,3,657.8,2,1,4,"214"
65,2,272.07,2,1,3,"213"
22,4,507.29,4,1,4,"414"
367,1,48.8,1,1,1,"111"
181,3,321.43,1,1,3,"113"
11,4,1127.71,5,1,5,"515"
4,12,2226.91,5,3,5,"535"
197,3,2139.76,1,1,5,"115"
30,4,697.55,4,1,4,"414"
54,1,197.13,3,1,2,"312"
18,6,1720.3,5,2,5,"525"
11,3,102.45,5,1,2,"512"
90,4,1649.5,1,1,5,"115"
268,1,62.85,1,1,1,"111"
54,6,3295.76,3,2,5,"325"
44,4,2824.69,3,1,5,"315"
64,4,3189.81,2,1,5,"215"
149,1,309.4,1,1,3,"113"
22,25,7930.54,4,5,5,"455"
312,1,325.75,1,1,3,"113"
24,2,511.35,4,1,4,"414"
59,6,2836.69,3,2,5,"325"
25,2,475.8,4,1,3,"413"
79,7,2759.83,2,2,5,"225"
120,2,645.65,1,1,4,"114"
37,3,1311.38,4,1,5,"415"
60,2,1173.12,3,1,5,"315"
13,4,1353.74,5,1,5,"515"
20,1,170.32,5,1,2,"512"
53,1,125.79,3,1,2,"312"
26,2,841.2,4,1,4,"414"
30,1,266.76,4,1,3,"413"
8,2,52.2,5,1,1,"511"
11,12,14389.9,5,3,5,"535"
186,3,710.28,1,1,4,"114"
4,8,2953.59,5,2,5,"525"
9,2,725.7,5,1,4,"514"
262,1,327.25,1,1,3,"113"
4,4,522.38,5,1,4,"514"
211,1,519.68,1,1,4,"114"
108,2,1465.32,1,1,5,"115"
13,9,1485.54,5,2,5,"525"
78,3,706.19,2,1,4,"214"
20,1,255.4,5,1,3,"513"
27,2,589.7,4,1,4,"414"
19,6,761.59,5,2,4,"524"
132,1,765.32,1,1,4,"114"
253,1,364.8,1,1,3,"113"
80,1,1862.0,2,1,5,"215"
208,1,369.2,1,1,3,"113"
337,1,135.9,1,1,2,"112"
254,1,125.65,1,1,2,"112"
149,2,554.38,1,1,4,"114"
10,2,1237.85,5,1,5,"515"
86,1,655.75,1,1,4,"114"
8,20,11138.71,5,5,5,"555"
205,2,468.77,1,1,3,"113"
8,4,1366.38,5,1,5,"515"
24,6,1303.52,4,2,5,"425"
12,9,1421.29,5,2,5,"525"
26,1,332.66,4,1,3,"413"
22,5,2810.63,4,2,5,"425"
3,2,1025.44,5,1,5,"515"
158,2,616.15,1,1,4,"114"
4,7,3501.1,5,2,5,"525"
75,1,277.8,2,1,3,"213"
3,4,434.35,5,1,3,"513"
2,201,143825.06,5,5,5,"555"
17,2,867.85,5,1,4,"514"
36,4,1227.43,4,1,5,"415"
92,2,307.48,1,1,3,"113"
71,4,1268.98,2,1,5,"215"
116,2,1610.15,1,1,5,"115"
213,2,977.77,1,1,4,"114"
31,2,1316.07,4,1,5,"415"
51,1,749.1,3,1,4,"314"
246,1,310.05,1,1,3,"113"
33,1,223.88,4,1,2,"412"
109,3,2372.86,1,1,5,"115"
5,5,1257.68,5,2,5,"525"
366,1,363.53,1,1,3,"113"
82,2,1890.94,1,1,5,"115"
298,1,1784.71,1,1,5,"115"
34,8,8137.02,4,2,5,"425"
57,3,1621.88,3,1,5,"315"
30,12,5900.25,4,3,5,"435"
15,1,100.9,5,1,2,"512"
73,2,290.82,2,1,3,"213"
24,6,1101.97,4,2,5,"425"
20,1,371.2,5,1,3,"513"
80,1,311.69,2,1,3,"213"
60,11,8099.49,3,3,5,"335"
26,1,289.82,4,1,3,"413"
13,1,336.17,5,1,3,"513"
254,1,58.49,1,1,1,"111"
148,3,499.68,1,1,3,"113"
65,4,695.42,2,1,4,"214"
9,2,221.27,5,1,2,"512"
11,9,7044.68,5,2,5,"525"
271,1,126.7,1,1,2,"112"
10,5,1487.8,5,2,5,"525"
248,1,206.21,1,1,2,"112"
97,2,599.0,1,1,4,"114"
15,1,191.32,5,1,2,"512"
50,1,463.8,3,1,3,"313"
31,1,147.59,4,1,2,"412"
69,4,1592.06,2,1,5,"215"
36,3,1116.57,4,1,5,"415"
129,1,114.77,1,1,2,"112"
108,3,1314.45,1,1,5,"115"
38,1,114.39,4,1,2,"412"
58,1,279.94,3,1,3,"313"
58,7,790.86,3,2,4,"324"
73,5,1931.42,2,2,5,"225"
247,1,102.12,1,1,2,"112"
20,2,213.27,5,1,2,"512"
199,2,296.75,1,1,3,"113"
16,2,326.4,5,1,3,"513"
212,1,334.54,1,1,3,"113"
39,2,233.23,4,1,2,"412"
47,3,546.2,3,1,4,"314"
171,2,429.87,1,1,3,"113"
48,1,490.52,3,1,3,"313"
116,4,1641.76,1,1,5,"115"
148,1,1246.32,1,1,5,"115"
16,28,6316.57,5,5,5,"555"
52,1,502.09,3,1,4,"314"
160,1,156.91,1,1,2,"112"
13,3,1261.78,5,1,5,"515"
36,1,308.94,4,1,3,"413"
54,2,423.04,3,1,3,"313"
44,2,260.17,3,1,3,"313"
173,1,170.04,1,1,2,"112"
34,1,125.58,4,1,2,"412"
39,3,496.21,4,1,3,"413"
267,1,266.0,1,1,3,"113"
9,9,1914.82,5,2,5,"525"
12,4,905.04,5,1,4,"514"
4,11,6802.76,5,3,5,"535"
10,10,1661.33,5,3,5,"535"
34,1,377.01,4,1,3,"413"
81,3,469.0,1,1,3,"113"
31,4,1066.15,4,1,5,"415"
9,4,627.13,5,1,4,"514"
72,2,518.28,2,1,4,"214"
5,4,668.14,5,1,4,"514"
257,3,4959.1,1,1,5,"115"
5,10,2586.67,5,3,5,"535"
16,8,4308.61,5,2,5,"525"
90,1,252.73,1,1,3,"113"
73,3,465.55,2,1,3,"213"
59,6,705.49,3,2,4,"324"
10,47,19914.44,5,5,5,"555"
171,1,180.35,1,1,2,"112"
200,1,135.93,1,1,2,"112"
32,1,537.0,4,1,4,"414"
20,17,7700.23,5,4,5,"545"
152,2,735.66,1,1,4,"114"
10,15,5213.77,5,4,5,"545"
270,1,343.62,1,1,3,"113"
66,4,384.05,2,1,3,"213"
274,1,121.17,1,1,2,"112"
26,3,1782.09,4,1,5,"415"
24,3,1391.61,4,1,5,"415"
320,1,215.78,1,1,2,"112"
5,3,697.79,5,1,4,"514"
13,2,302.1,5,1,3,"513"
276,2,1489.5,1,1,5,"115"
26,11,2124.99,4,3,5,"435"
41,9,1337.72,3,2,5,"325"
9,4,303.09,5,1,3,"513"
4,48,54534.14,5,5,5,"555"
72,4,987.86,2,1,4,"214"
214,1,370.8,1,1,3,"113"
38,4,3158.13,4,1,5,"415"
54,1,893.59,3,1,4,"314"
79,3,1744.76,2,1,5,"215"
47,2,553.36,3,1,4,"314"
180,1,1109.53,1,1,5,"115"
373,1,106.2,1,1,2,"112"
94,2,982.07,1,1,4,"114"
10,3,1043.41,5,1,5,"515"
106,1,748.87,1,1,4,"114"
78,1,773.03,2,1,4,"214"
173,1,880.85,1,1,4,"114"
8,32,9743.11,5,5,5,"555"
213,4,895.61,1,1,4,"114"
23,5,504.8,4,2,4,"424"
257,1,88.2,1,1,1,"111"
282,1,306.94,1,1,3,"113"
22,2,1160.07,4,1,5,"415"
11,6,2420.84,5,2,5,"525"
309,1,381.32,1,1,3,"113"
68,1,480.71,2,1,3,"213"
216,2,457.81,1,1,3,"113"
19,6,4597.02,5,2,5,"525"
104,4,1370.6,1,1,5,"115"
43,1,219.39,3,1,2,"312"
5,1,248.08,5,1,2,"512"
183,3,39916.5,1,1,5,"115"
85,1,410.48,1,1,3,"113"
334,3,876.0,1,1,4,"114"
9,2,317.53,5,1,3,"513"
32,2,703.36,4,1,4,"414"
197,2,1027.44,1,1,5,"115"
19,7,2298.93,5,2,5,"525"
18,5,1422.52,5,2,5,"525"
312,6,319.5,1,2,3,"123"
142,4,1300.25,1,1,5,"115"
246,1,484.95,1,1,3,"113"
24,4,996.1,4,1,4,"414"
30,3,1567.48,4,1,5,"415"
10,3,3609.33,5,1,5,"515"
31,10,2760.56,4,3,5,"435"
19,1,340.11,5,1,3,"513"
18,4,1352.75,5,1,5,"515"
15,5,1551.78,5,2,5,"525"
135,1,244.8,1,1,2,"112"
246,1,266.4,1,1,3,"113"
134,1,358.82,1,1,3,"113"
51,2,457.72,3,1,3,"313"
115,3,1633.78,1,1,5,"115"
8,2,2199.31,5,1,5,"515"
23,2,184.19,4,1,2,"412"
26,15,11528.48,4,4,5,"445"
66,1,406.53,2,1,3,"213"
61,4,1471.0,2,1,5,"215"
51,11,3447.4,3,3,5,"335"
170,1,330.11,1,1,3,"113"
19,5,977.93,5,2,4,"524"
128,3,982.42,1,1,4,"114"
15,8,1387.99,5,2,5,"525"
240,1,139.05,1,1,2,"112"
3,4,1286.7,5,1,5,"515"
240,2,178.96,1,1,2,"112"
53,7,2354.25,3,2,5,"325"
47,1,498.74,3,1,3,"313"
226,1,259.45,1,1,3,"113"
9,17,6580.44,5,4,5,"545"
5,4,1194.73,5,1,5,"515"
165,2,1327.16,1,1,5,"115"
241,1,623.5,1,1,4,"114"
11,1,301.29,5,1,3,"513"
134,1,520.8,1,1,4,"114"
18,10,5314.47,5,3,5,"535"
10,13,4745.69,5,3,5,"535"
32,1,329.25,4,1,3,"413"
76,1,296.42,2,1,3,"213"
2,3,961.49,5,1,4,"514"
4,3,1936.07,5,1,5,"515"
46,1,401.4,3,1,3,"313"
2,30,18641.01,5,5,5,"555"
358,1,158.16,1,1,2,"112"
19,2,304.47,5,1,3,"513"
69,3,843.05,2,1,4,"214"
374,1,487.75,1,1,3,"113"
321,1,163.0,1,1,2,"112"
26,1,106.56,4,1,2,"412"
332,1,1289.5,1,1,5,"115"
9,5,1624.05,5,2,5,"525"
323,1,135.75,1,1,2,"112"
72,1,224.14,2,1,2,"212"
261,1,40.5,1,1,1,"111"
19,5,2206.95,5,2,5,"525"
368,1,87.5,1,1,1,"111"
67,3,689.48,2,1,4,"214"
155,2,622.85,1,1,4,"114"
30,2,406.76,4,1,3,"413"
71,1,310.62,2,1,3,"213"
15,2,411.41,5,1,3,"513"
2,16,4777.18,5,4,5,"545"
2,41,16225.39,5,5,5,"555"
120,3,1044.32,1,1,5,"115"
61,1,499.32,2,1,3,"213"
4,15,7616.53,5,4,5,"545"
3,1,3861.0,5,1,5,"515"
11,3,1079.61,5,1,5,"515"
93,2,193.64,1,1,2,"112"
60,4,1268.7,3,1,5,"315"
88,5,1236.54,1,2,5,"125"
26,6,1827.8,4,2,5,"425"
358,1,316.58,1,1,3,"113"
86,2,653.24,1,1,4,"114"
11,4,420.3,5,1,3,"513"
2,5,870.12,5,2,4,"524"
226,1,331.18,1,1,3,"113"
61,2,894.41,2,1,4,"214"
242,1,101.8,1,1,2,"112"
319,2,328.35,1,1,3,"113"
2,8,1661.44,5,2,5,"525"
47,3,734.94,3,1,4,"314"
88,1,96.6,1,1,1,"111"
11,11,5756.89,5,3,5,"535"
177,1,305.75,1,1,3,"113"
52,6,1778.96,3,2,5,"325"
367,1,403.25,1,1,3,"113"
319,1,585.0,1,1,4,"114"
226,2,755.75,1,1,4,"114"
359,2,322.08,1,1,3,"113"
235,1,409.4,1,1,3,"113"
311,1,154.41,1,1,2,"112"
37,5,1219.4,4,2,5,"425"
67,4,3386.71,2,1,5,"215"
240,2,429.6,1,1,3,"113"
114,2,612.06,1,1,4,"114"
277,1,197.0,1,1,2,"112"
218,12,2247.51,1,3,5,"135"
299,1,321.05,1,1,3,"113"
2,4,1412.32,5,1,5,"515"
30,3,1071.99,4,1,5,"415"
11,2,780.59,5,1,4,"514"
45,5,1706.57,3,2,5,"325"
67,8,1756.44,2,2,5,"225"
75,1,316.68,2,1,3,"213"
66,2,631.57,2,1,4,"214"
135,3,2515.84,1,1,5,"115"
239,2,514.15,1,1,4,"114"
123,1,356.0,1,1,3,"113"
32,13,6688.46,4,3,5,"435"
10,11,10484.99,5,3,5,"535"
37,2,740.78,4,1,4,"414"
17,5,918.2,5,2,4,"524"
128,1,300.36,1,1,3,"113"
67,1,890.85,2,1,4,"214"
149,1,98.45,1,1,1,"111"
284,1,317.15,1,1,3,"113"
169,2,623.16,1,1,4,"114"
101,7,1810.77,1,2,5,"125"
136,1,254.82,1,1,3,"113"
324,1,178.95,1,1,2,"112"
107,1,156.51,1,1,2,"112"
65,1,393.74,2,1,3,"213"
152,2,1506.12,1,1,5,"115"
339,1,119.3,1,1,2,"112"
23,5,1717.36,4,2,5,"425"
24,1,408.8,4,1,3,"413"
16,7,2379.49,5,2,5,"525"
8,15,2507.07,5,4,5,"545"
58,2,721.94,3,1,4,"314"
5,2,716.57,5,1,4,"514"
38,1,615.14,4,1,4,"414"
67,1,135.31,2,1,2,"212"
47,1,255.9,3,1,3,"313"
355,1,290.51,1,1,3,"113"
173,1,113.12,1,1,2,"112"
59,9,2332.15,3,2,5,"325"
50,1,240.55,3,1,2,"312"
23,2,486.69,4,1,3,"413"
44,5,2306.52,3,2,5,"325"
30,3,939.78,4,1,4,"414"
5,18,7943.22,5,4,5,"545"
26,15,4668.3,4,4,5,"445"
202,1,180.94,1,1,2,"112"
51,6,3672.86,3,2,5,"325"
11,3,641.94,5,1,4,"514"
3,12,4799.9,5,3,5,"535"
68,7,4507.01,2,2,5,"225"
65,1,496.44,2,1,3,"213"
51,12,5070.35,3,3,5,"335"
291,1,574.02,1,1,4,"114"
61,8,694.4,2,2,4,"224"
65,3,1174.35,2,1,5,"215"
96,1,205.3,1,1,2,"112"
275,1,310.47,1,1,3,"113"
1,91,60767.9,5,5,5,"555"
76,4,924.85,2,1,4,"214"
111,1,52.0,1,1,1,"111"
200,1,327.97,1,1,3,"113"
65,2,570.5,2,1,4,"214"
327,1,165.0,1,1,2,"112"
4,1,312.62,5,1,3,"513"
284,1,204.5,1,1,2,"112"
45,1,267.13,3,1,3,"313"
71,3,2748.31,2,1,5,"215"
86,1,679.68,1,1,4,"114"
104,1,162.29,1,1,2,"112"
334,1,311.71,1,1,3,"113"
53,1,208.75,3,1,2,"312"
40,3,1049.7,4,1,5,"415"
33,2,714.96,4,1,4,"414"
367,4,1661.06,1,1,5,"115"
209,1,1028.56,1,1,5,"115"
157,3,351.67,1,1,3,"113"
54,1,173.97,3,1,2,"312"
67,2,574.07,2,1,4,"214"
81,1,2020.52,1,1,5,"115"
130,1,406.09,1,1,3,"113"
88,1,364.5,1,1,3,"113"
1,3,563.94,5,1,4,"514"
46,1,393.54,3,1,3,"313"
333,1,252.42,1,1,3,"113"
367,1,201.6,1,1,2,"112"
73,1,158.04,2,1,2,"212"
159,2,473.81,1,1,3,"113"
374,1,115.65,1,1,2,"112"
13,7,1960.11,5,2,5,"525"
255,2,777.02,1,1,4,"114"
30,2,277.05,4,1,3,"413"
32,10,2766.5,4,3,5,"435"
5,22,8347.2,5,5,5,"555"
40,1,427.93,4,1,3,"413"
362,1,418.92,1,1,3,"113"
373,1,326.0,1,1,3,"113"
96,2,913.19,1,1,4,"114"
26,7,2314.32,4,2,5,"425"
76,2,602.51,2,1,4,"214"
58,4,1877.59,3,1,5,"315"
22,1,446.94,4,1,3,"413"
41,7,2386.05,3,2,5,"325"
138,1,2007.4,1,1,5,"115"
9,12,2415.91,5,3,5,"535"
129,1,168.0,1,1,2,"112"
41,3,1233.36,3,1,5,"315"
170,7,3703.29,1,2,5,"125"
9,5,1690.26,5,2,5,"525"
214,2,596.85,1,1,4,"114"
15,6,5955.71,5,2,5,"525"
170,2,642.41,1,1,4,"114"
41,1,316.88,3,1,3,"313"
187,1,394.14,1,1,3,"113"
271,1,140.54,1,1,2,"112"
173,1,500.0,1,1,4,"114"
5,4,1535.53,5,1,5,"515"
17,2,231.86,5,1,2,"512"
10,4,2183.54,5,1,5,"515"
326,1,107.45,1,1,2,"112"
113,1,288.18,1,1,3,"113"
290,1,94.0,1,1,1,"111"
17,2,1345.53,5,1,5,"515"
2,3,815.77,5,1,4,"514"
93,5,716.2,1,2,4,"124"
149,2,626.77,1,1,4,"114"
190,1,349.1,1,1,3,"113"
32,2,510.71,4,1,4,"414"
34,4,1056.44,4,1,5,"415"
265,1,267.18,1,1,3,"113"
85,8,3450.84,1,2,5,"125"
27,4,1358.88,4,1,5,"415"
172,1,190.53,1,1,2,"112"
10,3,774.9,5,1,4,"514"
314,1,572.81,1,1,4,"114"
65,4,3984.32,2,1,5,"215"
86,1,508.8,1,1,4,"114"
25,1,135.86,4,1,2,"412"
59,4,950.36,3,1,4,"314"
324,2,97.7,1,1,1,"111"
39,1,43.5,4,1,1,"411"
255,2,383.34,1,1,3,"113"
20,5,1447.39,5,2,5,"525"
34,3,1483.14,4,1,5,"415"
16,1,93.78,5,1,1,"511"
27,2,397.35,4,1,3,"413"
24,1,171.19,4,1,2,"412"
214,2,533.3,1,1,4,"114"
9,5,1041.48,5,2,5,"525"
23,1,149.29,4,1,2,"412"
13,3,1122.53,5,1,5,"515"
263,1,200.16,1,1,2,"112"
